Position,First Name,Last Name,Age,Worth,Gender_cat,Source,Country,Image
572,Suhail,Bahwan,79,3.9 BUSD,Male,Diversified  ==> diversified,Oman,https://specials-images.forbesimg.com/imageserve/58accd954bbe6f0e55873ffd/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783
573,Rick,Caruso,59,3.9 BUSD,Male,Real Estate  ==> real estate,United States,https://specials-images.forbesimg.com/imageserve/5a8dd7e74bbe6f2652f6274e/416x416.jpg?background=000000&cropX1=0&cropX2=1983&cropY1=0&cropY2=1984
574,Tom,Gores,53,3.9 BUSD,Male,Finance and Investments  ==> private equity,USA,https://specials-images.forbesimg.com/imageserve/59dbd23431358e542c0380ab/416x416.jpg?background=000000&cropX1=1074&cropX2=2950&cropY1=130&cropY2=2006
575,Peter,Hargreaves,71,3.9 BUSD,Male,Finance and Investments  ==> financial services,UK,https://specials-images.forbesimg.com/imageserve/5a815fca4bbe6f2652f547f7/416x416.jpg?background=000000&cropX1=867&cropX2=2267&cropY1=479&cropY2=1880
576,Daniela,Herz,64,3.9 BUSD,Female,Finance and Investments  ==> coffee,Germany,https://specials-images.forbesimg.com/imageserve/5a815fca4bbe6f2652f547f7/416x416.jpg?background=000000&cropX1=867&cropX2=2267&cropY1=479&cropY2=1880
577,Guenter,Herz,77,3.9 BUSD,Male,Finance and Investments  ==> coffee,Germany,https://specials-images.forbesimg.com/imageserve/58a1d3a331358e1a35ab4263/416x416.jpg?background=000000&cropX1=87&cropX2=630&cropY1=95&cropY2=638
578,Masatoshi,Ito,94,3.9 BUSD,Male,Fashion & Retail  ==> retail,Japan,https://specials-images.forbesimg.com/imageserve/9a1adba9e6b474399573d48ba6ef713a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
579,Barry,Lam,69,3.9 BUSD,Male,Technology  ==> electronics,Taiwan,https://specials-images.forbesimg.com/imageserve/56cc32c1e4b062f6b59a4fdd/416x416.jpg?background=000000&cropX1=45&cropX2=651&cropY1=89&cropY2=695
580,Sudhir,Mehta,0,3.9 BUSD,Not Available,Diversified  ==> diversified,India,https://specials-images.forbesimg.com/imageserve/5abba482a7ea432fbc1d5d2a/416x416.jpg?background=000000&cropX1=1748&cropX2=4571&cropY1=233&cropY2=3058
581,Ravi,Pillai,64,3.9 BUSD,Male,Construction & Engineering  ==> construction,India,https://specials-images.forbesimg.com/imageserve/852181c7f225b2df196d085d65487095/416x416.jpg?background=000000&cropX1=89&cropX2=704&cropY1=81&cropY2=697
582,Stewart,Resnick,0,3.9 BUSD,Male,"Food and Beverage  ==> agriculture, water",United States,https://specials-images.forbesimg.com/imageserve/59d7fd0731358e542c036eb5/416x416.jpg?background=000000&cropX1=575&cropX2=2287&cropY1=341&cropY2=2053
583,Jerry,Speyer,78,3.9 BUSD,Male,Real Estate  ==> real estate,United States,https://specials-images.forbesimg.com/imageserve/59d7fdd831358e542c036ecf/416x416.jpg?background=000000&cropX1=169&cropX2=1611&cropY1=40&cropY2=1483
584,Harry,Stine,76,3.9 BUSD,Male,Food and Beverage  ==> agriculture,United States,https://specials-images.forbesimg.com/imageserve/59d7ff5531358e542c036ed6/416x416.jpg?background=000000&cropX1=352&cropX2=1206&cropY1=124&cropY2=978
585,George,Ty,85,3.9 BUSD,Not Available,Finance and Investments  ==> banking,Philippines,https://specials-images.forbesimg.com/imageserve/a4d43f17fff8159e27532df9db2b8c45/416x416.jpg?background=000000&cropX1=166&cropX2=744&cropY1=48&cropY2=627
586,Steven,Udvar-hazy,72,3.9 BUSD,Male,Service  ==> aircraft leasing,United States,https://specials-images.forbesimg.com/imageserve/59d800764bbe6f37dda021db/416x416.jpg?background=000000&cropX1=489&cropX2=1983&cropY1=247&cropY2=1740
587,Christoph,Zeller,61,3.9 BUSD,Male,Healthcare  ==> dental implants,Liechtenstein,https://specials-images.forbesimg.com/imageserve/59d800764bbe6f37dda021db/416x416.jpg?background=000000&cropX1=489&cropX2=1983&cropY1=247&cropY2=1740
588,Nathan,Blecharczyk,34,3.8 BUSD,Male,Technology  ==> Airbnb,United States,https://specials-images.forbesimg.com/imageserve/5a8dda51a7ea431690140c1f/416x416.jpg?background=000000&cropX1=891&cropX2=3257&cropY1=303&cropY2=2667
589,Hubert,Burda,78,3.8 BUSD,Male,Media & Entertainment  ==> publishing,Germany,https://specials-images.forbesimg.com/imageserve/5a7e18774bbe6f2652f5262a/416x416.jpg?background=000000&cropX1=545&cropX2=2767&cropY1=28&cropY2=2251
590,Chen,Chen,60,3.8 BUSD,Male,Finance and Investments  ==> insurance,China,https://specials-images.forbesimg.com/imageserve/5a7bc417a7ea43169012f465/416x416.jpg?background=000000&cropX1=903&cropX2=3641&cropY1=0&cropY2=2736
591,Brian,Chesky,35,3.8 BUSD,Not Available,Technology  ==> Airbnb,United States,https://specials-images.forbesimg.com/imageserve/59d8056a31358e542c036f00/416x416.jpg?background=000000&cropX1=545&cropX2=2830&cropY1=1231&cropY2=3518
592,Gustaf,Douglas,80,3.8 BUSD,Male,Diversified  ==> investments,Sweden,https://specials-images.forbesimg.com/imageserve/5a811d2e4bbe6f2652f545c3/416x416.jpg?background=000000&cropX1=0&cropX2=1212&cropY1=3&cropY2=1216
593,Joe,Gebbia,35,3.8 BUSD,Not Available,Technology  ==> Airbnb,United States,https://specials-images.forbesimg.com/imageserve/5a21ca88a7ea432f2e74b67c/416x416.jpg?background=000000&cropX1=135&cropX2=3183&cropY1=289&cropY2=3336
594,Peter,Gilgan,67,3.8 BUSD,Male,Construction & Engineering  ==> homebuilding,Canada,https://specials-images.forbesimg.com/imageserve/5a7bb1f84bbe6f2652f4f39e/416x416.jpg?background=000000&cropX1=576&cropX2=4419&cropY1=0&cropY2=3840
595,Jeff,Greene,63,3.8 BUSD,Male,"Real Estate  ==> real estate, investments",United States,https://specials-images.forbesimg.com/imageserve/4f11bbb61e2f6e54d13d5d8d64b6af1a/416x416.jpg?background=000000&cropX1=5&cropX2=731&cropY1=61&cropY2=788
596,Jiang,Jiang,63,3.8 BUSD,Not Available,Manufacturing  ==> chemicals,China,https://specials-images.forbesimg.com/imageserve/562e57f2e4b0ffa7afe645f1/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=113&cropY2=854
597,Dominika,Kulczyk,0,3.8 BUSD,Female,Finance and Investments  ==> diversified,Poland,https://specials-images.forbesimg.com/imageserve/5a806eb631358e4955ad27e5/416x416.jpg?background=000000&cropX1=1071&cropX2=4110&cropY1=7&cropY2=3046
598,Li,Li,52,3.8 BUSD,Male,Real Estate  ==> real estate,Hong Kong,https://specials-images.forbesimg.com/imageserve/1d225270d1a088f84333d4b2d0d6932a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=190&cropY2=934
599,Robert,Mcnair,81,3.8 BUSD,Male,"Sports  ==> energy, sports",United States,https://specials-images.forbesimg.com/imageserve/5a8dda8ba7ea431690140c29/416x416.jpg?background=000000&cropX1=217&cropX2=2655&cropY1=249&cropY2=2686
600,Masahiro,Miki,62,3.8 BUSD,Male,Fashion & Retail  ==> shoes,Japan,https://specials-images.forbesimg.com/imageserve/4b326a448b4132675e2cb6e3202fa061/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=2&cropY2=374
601,Katharina,Otto-bernstein,0,3.8 BUSD,Female,Real Estate  ==> real estate,Germany,https://specials-images.forbesimg.com/imageserve/5a7e1c9e4bbe6f2652f52679/416x416.jpg?background=000000&cropX1=551&cropX2=2600&cropY1=289&cropY2=2340
602,Ira,Rennert,84,3.8 BUSD,Male,Finance and Investments  ==> investments,United States,https://specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=44&cropY2=710
603,Henry,Samueli,63,3.8 BUSD,Male,Technology  ==> semiconductors,United States,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999
604,Zeng,Zeng,52,3.8 BUSD,Female,Technology  ==> smartphone components,China,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999
605,Zhang,Zhang,46,3.8 BUSD,Male,Diversified  ==> diversified,China,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999
606,Nick,Caporella,82,3.7 BUSD,Not Available,Food and Beverage  ==> beverages,United States,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999
607,Mark,Cuban,59,3.7 BUSD,Male,Media & Entertainment  ==> online media,United States,https://specials-images.forbesimg.com/imageserve/59dbe47b31358e542c038283/416x416.jpg?background=000000&cropX1=720&cropX2=1325&cropY1=189&cropY2=793
608,Ken,Fisher,67,3.7 BUSD,Not Available,Finance and Investments  ==> money management,United States,https://specials-images.forbesimg.com/imageserve/59dbd16931358e542c038093/416x416.jpg?background=000000&cropX1=119&cropX2=540&cropY1=34&cropY2=455
609,Jaime,Gilinski bacal,60,3.7 BUSD,Male,Finance and Investments  ==> banking,Colombia,https://specials-images.forbesimg.com/imageserve/4f07d582150616600588bf39ab92e054/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810
610,Andreas,Halvorsen,57,3.7 BUSD,Male,Finance and Investments  ==> hedge funds,Norway,https://specials-images.forbesimg.com/imageserve/56bde5cbe4b062f6b599bbb8/416x416.jpg?background=000000&cropX1=167&cropX2=591&cropY1=32&cropY2=456
611,H.,Johnson,60,3.7 BUSD,Male,Manufacturing  ==> cleaning products,United States,https:http://specials-images.forbesimg.com/imageserve/57e072564bbe6f6781c526bb/416x416.jpg?background=000000&cropX1=5&cropX2=726&cropY1=39&cropY2=761
612,Imogene,Johnson,87,3.7 BUSD,Not Available,Manufacturing  ==> cleaning products,United States,https://specials-images.forbesimg.com/imageserve/f73950e018838a51ba68a5432c2b1111/416x416.jpg?background=000000&cropX1=0&cropX2=394&cropY1=103&cropY2=497
613,S.,Johnson,63,3.7 BUSD,Male,Manufacturing  ==> cleaning products,United States,https://specials-images.forbesimg.com/imageserve/688f019aa8189ba775f5e11b549fe4cc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862
614,Helen,Johnson-leipold,61,3.7 BUSD,Female,Manufacturing  ==> cleaning products,United States,https://specials-images.forbesimg.com/imageserve/3b6607eb3b5ca0b22bae62c57d6fd590/416x416.jpg?background=000000&cropX1=18&cropX2=324&cropY1=2&cropY2=308
615,Winifred,Johnson-marquart,59,3.7 BUSD,Female,Manufacturing  ==> cleaning products,United States,https://specials-images.forbesimg.com/imageserve/2fac3c1d889947907719cf6947ae8980/416x416.jpg?background=000000&cropX1=34&cropX2=1086&cropY1=48&cropY2=1101
616,Viatcheslav,Kantor,64,3.7 BUSD,Male,"Manufacturing  ==> fertilizer, real estate",Russia,https://specials-images.forbesimg.com/imageserve/5502fabce4b095aa68c83a04/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746
617,Samvel,Karapetyan,52,3.7 BUSD,Male,Construction & Engineering  ==> real estate,Russia,https://specials-images.forbesimg.com/imageserve/5a80b4c84bbe6f2652f53fed/416x416.jpg?background=000000&cropX1=10&cropX2=2336&cropY1=15&cropY2=2343
618,Marc,Ladreit de lacharriere,77,3.7 BUSD,Male,Finance and Investments  ==> finance,France,https://specials-images.forbesimg.com/imageserve/5a7df23ea7ea431690131bca/416x416.jpg?background=000000&cropX1=817&cropX2=3461&cropY1=6&cropY2=2648
619,Angela,Leong,57,3.7 BUSD,Female,Gambling & Casinos  ==> casinos,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a57a51b31358e4955aa8005/416x416.jpg?background=000000&cropX1=136&cropX2=1300&cropY1=7&cropY2=1172
620,Li,Li,46,3.7 BUSD,Male,Manufacturing  ==> hair dryers,China,https://specials-images.forbesimg.com/imageserve/5a57a51b31358e4955aa8005/416x416.jpg?background=000000&cropX1=136&cropX2=1300&cropY1=7&cropY2=1172
621,Mangal,Lodha,62,3.7 BUSD,Male,Real Estate  ==> real estate,India,https://specials-images.forbesimg.com/imageserve/0ca251e6fe15d8e2d071c859d2cb26bc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=122&cropY2=866
622,Michael,Milken,71,3.7 BUSD,Male,Finance and Investments  ==> investments,USA,https://specials-images.forbesimg.com/imageserve/59dbd2c24bbe6f37dda03520/416x416.jpg?background=000000&cropX1=68&cropX2=928&cropY1=229&cropY2=1088
623,Yuri,Milner,56,3.7 BUSD,Not Available,Finance and Investments  ==> tech investments,Russia,https://specials-images.forbesimg.com/imageserve/5a80ca9f31358e4955ad2cd9/416x416.jpg?background=000000&cropX1=0&cropX2=2194&cropY1=14&cropY2=2210
624,Andreas,Struengmann,68,3.7 BUSD,Male,Healthcare  ==> pharmaceuticals,Germany,https://specials-images.forbesimg.com/imageserve/5a80ca9f31358e4955ad2cd9/416x416.jpg?background=000000&cropX1=0&cropX2=2194&cropY1=14&cropY2=2210
625,Thomas,Struengmann,68,3.7 BUSD,Male,Healthcare  ==> pharmaceuticals,Germany,https://specials-images.forbesimg.com/imageserve/5a7e557831358e4955ad137a/416x416.jpg?background=000000&cropX1=0&cropX2=2573&cropY1=5&cropY2=2580
626,Tse,Tse,66,3.7 BUSD,Not Available,Healthcare  ==> pharmaceuticals,China,https://specials-images.forbesimg.com/imageserve/56703358b0044cf7b67e49b2a2c7d409/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=0&cropY2=740
627,Yitzhak,Tshuva,69,3.7 BUSD,Not Available,Real Estate  ==> real estate,Israel,https://specials-images.forbesimg.com/imageserve/5a7f7ee0a7ea431690132df9/416x416.jpg?background=000000&cropX1=634&cropX2=2310&cropY1=0&cropY2=1675
628,Samuel,Yin,67,3.7 BUSD,Not Available,Diversified  ==> diversified,Taiwan,https://specials-images.forbesimg.com/imageserve/79f9f719edb1a954ae3fd1229a2f9924/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=58&cropY2=801
629,Michael,Ashley,53,3.6 BUSD,Male,Fashion & Retail  ==> sports retailing,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a815eee31358e4955ad33b5/416x416.jpg?background=000000&cropX1=371&cropX2=2529&cropY1=257&cropY2=2417
630,Cao,Cao,60,3.6 BUSD,Male,Healthcare  ==> pharmaceuticals,China,https:http://specials-images.forbesimg.com/imageserve/56c68eb1e4b062f6b59a1458/416x416.jpg?background=000000&cropX1=159&cropX2=634&cropY1=305&cropY2=780
631,Jeffery,Hildebrand,59,3.6 BUSD,Male,Energy  ==> oil,United States,https://specials-images.forbesimg.com/imageserve/57e06a924bbe6f6781c5268d/416x416.jpg?background=000000&cropX1=105&cropX2=572&cropY1=63&cropY2=530
632,Jiang,Jiang,64,3.6 BUSD,Not Available,Healthcare  ==> vaccine production,China,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
633,Edward,Johnson,53,3.6 BUSD,Male,Finance and Investments  ==> money management,United States,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
634,Elizabeth,Johnson,55,3.6 BUSD,Female,Finance and Investments  ==> money management,United States,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
635,Peter,Kellogg,75,3.6 BUSD,Male,Finance and Investments  ==> investments,United States,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
636,Lim,Lim,78,3.6 BUSD,Male,Healthcare  ==> pharmaceuticals,South Korea,https://specials-images.forbesimg.com/imageserve/58f8de6ea7ea437ada26679d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=69&cropY2=813
637,Friedhelm,Loh,71,3.6 BUSD,Male,Manufacturing  ==> manufacturing,Germany,https://specials-images.forbesimg.com/imageserve/5a7e11c8a7ea431690131fc6/416x416.jpg?background=000000&cropX1=213&cropX2=2548&cropY1=1484&cropY2=3820
638,Kiran,Mazumdar-shaw,65,3.6 BUSD,Female,Healthcare  ==> biotech,India,https://specials-images.forbesimg.com/imageserve/5a7f280a31358e4955ad1901/416x416.jpg?background=000000&cropX1=1272&cropX2=3866&cropY1=0&cropY2=2592
639,Idan,Ofer,62,3.6 BUSD,Male,"Diversified  ==> drilling, shipping",Israel,https://specials-images.forbesimg.com/imageserve/5a7f7c1c31358e4955ad1d35/416x416.jpg?background=000000&cropX1=834&cropX2=3320&cropY1=354&cropY2=2840
640,Karsanbhai,Patel,74,3.6 BUSD,Male,Diversified  ==> consumer goods,India,https://specials-images.forbesimg.com/imageserve/5a7f27bf31358e4955ad18fa/416x416.jpg?background=000000&cropX1=6&cropX2=1367&cropY1=376&cropY2=1737
641,Qin,Qin,53,3.6 BUSD,Male,Food and Beverage  ==> pig breeding,China,https://specials-images.forbesimg.com/imageserve/a3722ff48b63420aa857d7c876d5c521/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
642,Qiu,Qiu,66,3.6 BUSD,Male,Fashion & Retail  ==> fashion retail,China,https://specials-images.forbesimg.com/imageserve/5809442131358e238315e7b8/416x416.jpg?background=000000&cropX1=10&cropX2=2368&cropY1=685&cropY2=3045
643,Sarath,Ratanavadi,52,3.6 BUSD,Male,Energy  ==> energy,Thailand,https://specials-images.forbesimg.com/imageserve/5ad8dcad31358e4112b82e3d/416x416.jpg?background=000000&cropX1=203&cropX2=824&cropY1=152&cropY2=773
644,Rodger,Riney,72,3.6 BUSD,Male,Finance and Investments  ==> discount brokerage,USA,https://specials-images.forbesimg.com/imageserve/59dbdb144bbe6f37dda03642/416x416.jpg?background=000000&cropX1=1016&cropX2=2276&cropY1=43&cropY2=1304
645,Steven,Spielberg,71,3.6 BUSD,Male,Media & Entertainment  ==> Movies,United States,https://specials-images.forbesimg.com/imageserve/5a8ddae031358e4955adfc22/416x416.jpg?background=000000&cropX1=734&cropX2=2134&cropY1=46&cropY2=1446
646,Gabriele,Volkmann,0,3.6 BUSD,Not Available,Automotive  ==> auto parts,Germany,https://specials-images.forbesimg.com/imageserve/5a8ddae031358e4955adfc22/416x416.jpg?background=000000&cropX1=734&cropX2=2134&cropY1=46&cropY2=1446
647,Arne,Wilhelmsen,88,3.6 BUSD,Male,Logistics  ==> cruise ships,Norway,https://specials-images.forbesimg.com/imageserve/58a386e64bbe6f0e5586cff9/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748
648,Xu,Xu,73,3.6 BUSD,Male,Healthcare  ==> pharmaceuticals,China,https://specials-images.forbesimg.com/imageserve/580951f5a7ea435b91b04853/416x416.jpg?background=000000&cropX1=2&cropX2=743&cropY1=37&cropY2=778
649,Zhang,Zhang,65,3.6 BUSD,Male,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009
650,Zhang,Zhang,52,3.6 BUSD,Female,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009
651,Anita,Zucker,66,3.6 BUSD,Female,Manufacturing  ==> chemicals,United States,https://specials-images.forbesimg.com/imageserve/57e124e131358e16c589bb77/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=15&cropY2=759
652,Carlo,Benetton,74,3.5 BUSD,Male,"Fashion & Retail  ==> fashion retail, investments",Italy,https://specials-images.forbesimg.com/imageserve/48e7014b81dcbb5af16440c90335228e/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=0&cropY2=741
653,Gilberto,Benetton,77,3.5 BUSD,Not Available,"Fashion & Retail  ==> fashion retail, investments",Italy,https://specials-images.forbesimg.com/imageserve/589f893c4bbe6f0e55868e24/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743
654,Giuliana,Benetton,80,3.5 BUSD,Not Available,"Fashion & Retail  ==> fashion retail, investments",Italy,https://specials-images.forbesimg.com/imageserve/5a7f90bf31358e4955ad1df2/416x416.jpg?background=000000&cropX1=207&cropX2=2084&cropY1=218&cropY2=2096
655,Luciano,Benetton,83,3.5 BUSD,Not Available,"Fashion & Retail  ==> fashion retail, investments",Italy,https://specials-images.forbesimg.com/imageserve/5a7f9684a7ea431690132eb0/416x416.jpg?background=000000&cropX1=339&cropX2=1832&cropY1=240&cropY2=1734
656,Chen,Chen,52,3.5 BUSD,Male,Healthcare  ==> hospitals,China,https://specials-images.forbesimg.com/imageserve/2b6a0c7bcd0e173f3b342365e3667d14/416x416.jpg?background=000000&cropX1=27&cropX2=705&cropY1=63&cropY2=741
